"Mortality rate age 5-14 (10q5): the probability of dying between exact age 5 and exact age 15, expressed per 1,000 children aged 5",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Country_Name,Country_ISO,Series_Name,Series_Year,Indicator,Sex,Series_Type,Series_Category,Data_Collection_Method,Interval,Reference_Date,Estimates,Standard_Error_of_Estimates,Inclusion,DataCatalogID
Eritrea,ERI,Demographic and Health Survey,1995-1996,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,4,1993.7,34.16,5.86,1,1835
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1959.5,7.6,0.62,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1960.5,6.53,0.57,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1961.5,5.83,0.55,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1962.5,5.77,0.55,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1963.5,5.57,0.54,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1964.5,4.17,0.46,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1965.5,5.21,0.51,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1966.5,5.29,0.51,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1967.5,4.6,0.48,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1968.5,5.97,0.55,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1969.5,5.17,0.51,0,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1970.5,4.61,0.49,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1971.5,4.99,0.51,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1972.5,5.8,0.55,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1973.5,4.66,0.48,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1974.5,5.4,0.52,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1975.5,4.77,0.47,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1976.5,4.7,0.46,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1977.5,4.33,0.44,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1978.5,4.47,0.46,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1979.5,5.07,0.48,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1980.5,5.33,0.49,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1981.5,4.43,0.45,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1982.5,5.3,0.49,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1983.5,5.35,0.5,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1984.5,4.29,0.44,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1985.5,4.78,0.46,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1986.5,4.15,0.43,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1987.5,4.17,0.42,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1988.5,5.25,0.47,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1989.5,5.19,0.46,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1990.5,5.12,0.46,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1991.5,4.09,0.42,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,5.04,0.46,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,4.59,0.44,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1994.5,4.19,0.43,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1995.5,4.5,0.47,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1996.5,4.3,0.49,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1997.5,3.89,0.48,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1998.5,3.15,0.47,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1999.5,2.99,0.47,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2000.5,3.17,0.49,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2001.5,3.33,0.51,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2002.5,2.71,0.47,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2003.5,2.58,0.46,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,2005,2.05,0.29,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2006.5,2.03,0.4,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2007.5,2.15,0.41,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2008.5,1.98,0.39,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,2010,1.59,0.24,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2011.5,2.1,0.38,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,2013,1.29,0.2,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,2015,1.47,0.22,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,2017,1.34,0.22,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,2019,1.13,0.2,1,455
Estonia,EST,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2020.5,1.01,0.27,1,455
Estonia,EST,Census,2011-2012,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,2011.6,2.15,,1,5305
Eswatini,SWZ,Multiple Indicator Cluster Survey,2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,6,2005.6,11.5,3,1,5584
Eswatini,SWZ,Multiple Indicator Cluster Survey,2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,6,2011.6,8.48,2.46,1,5584
Eswatini,SWZ,Multiple Indicator Cluster Survey,2010,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,6,2001.7,13.56,3.2,1,5031
Eswatini,SWZ,Multiple Indicator Cluster Survey,2010,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,6,2007.7,12.64,3.03,1,5031
Eswatini,SWZ,Census,2007,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,2006.8,31.95,,0,311
Eswatini,SWZ,Demographic and Health Survey,2006-2007,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,12,2000.5,12.02,2,1,1695
Eswatini,SWZ,Census,1997,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,1996.9,11.96,,1,1579
Ethiopia,ETH,Mini Demographic and Health Survey,2019,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,6,2010.2,20.18,3.69,1,7685
Ethiopia,ETH,Mini Demographic and Health Survey,2019,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,6,2016.2,7.91,1.6,1,7685
Ethiopia,ETH,Demographic and Health Survey,2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,3,2005.5,33.75,5.31,1,5808
Ethiopia,ETH,Demographic and Health Survey,2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,3,2008.5,26.22,4.52,1,5808
Ethiopia,ETH,Demographic and Health Survey,2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,3,2011.5,15.84,2.87,1,5808
Ethiopia,ETH,Demographic and Health Survey,2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,3,2014.5,12.94,2.33,1,5808
Ethiopia,ETH,Demographic and Health Survey,2011,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1999.9,45.14,7.65,1,5053
Ethiopia,ETH,Demographic and Health Survey,2011,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2001.9,27.26,4.54,1,5053
Ethiopia,ETH,Demographic and Health Survey,2011,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2003.9,44.54,6.29,1,5053
Ethiopia,ETH,Demographic and Health Survey,2011,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2005.9,32.44,5.29,1,5053
Ethiopia,ETH,Demographic and Health Survey,2011,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2007.9,22.12,3.78,1,5053
Ethiopia,ETH,Demographic and Health Survey,2011,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2009.9,13.77,2.62,1,5053
Ethiopia,ETH,Census,2007,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,2006.9,49.22,,0,1011
Ethiopia,ETH,Demographic and Health Survey,2005,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1994.2,66.19,9.92,1,1858
Ethiopia,ETH,Demographic and Health Survey,2005,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1996.2,50.59,7.59,1,1858
Ethiopia,ETH,Demographic and Health Survey,2005,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1998.2,42.62,5.77,1,1858
Ethiopia,ETH,Demographic and Health Survey,2005,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2000.2,43.46,5.45,1,1858
Ethiopia,ETH,Demographic and Health Survey,2005,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2002.2,32.27,4.09,1,1858
Ethiopia,ETH,Demographic and Health Survey,2005,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2004.2,32.25,4.58,1,1858
Ethiopia,ETH,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1989.1,64.23,7.81,1,1694
Ethiopia,ETH,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1991.1,81.8,9.42,1,1694
Ethiopia,ETH,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1993.1,53.14,6.96,1,1694
Ethiopia,ETH,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1995.1,59.64,6.44,1,1694
Ethiopia,ETH,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1997.1,43.2,5.66,1,1694
Ethiopia,ETH,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1999.1,48.34,5.66,1,1694
Ethiopia,ETH,Census,1984,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,1983.9,37.51,,0,1191
Ethiopia,ETH,Demographic Survey,1981,Mortality Rate age 5-14,Total,Household Deaths,Others,Household Deaths,1,1981,42.84,,0,785
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1978.5,5.92,0.61,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1980.5,8.89,0.72,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1981.5,9.33,0.72,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1982.5,8.14,0.66,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1983.5,7.15,0.6,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1984.5,5.64,0.53,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1985.5,5.86,0.53,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1986.5,6.06,0.53,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1987.5,4.68,0.47,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,2.41,0.34,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,3.09,0.39,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1994.5,2.65,0.36,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1995.5,2.66,0.36,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1996.5,3.53,0.42,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1997.5,3.87,0.44,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1998.5,6.15,0.56,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1999.5,3.34,0.41,0,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2000.5,8.93,0.68,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2001.5,8.24,0.65,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2002.5,7.01,0.6,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2003.5,6.5,0.59,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2004.5,5.87,0.56,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2005.5,5.85,0.56,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2006.5,6.35,0.58,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2007.5,5.98,0.56,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2008.5,5.36,0.53,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2009.5,5.28,0.52,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2010.5,4.72,0.49,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2011.5,4.15,0.46,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2012.5,5.43,0.52,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2013.5,4.94,0.5,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2014.5,3.76,0.44,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2015.5,3.92,0.45,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2016.5,4,0.46,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2017.5,5.37,0.53,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2018.5,4.96,0.51,1,447
Fiji,FJI,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2019.5,5.44,0.54,1,447
Fiji,FJI,Multiple Indicator Cluster Survey,2021,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,12,2015.3,4.75,1.2,1,7803
Fiji,FJI,World Fertility Survey,1974,Mortality Rate age 5-14,Total,Direct,WFS,Full Birth Histories,6,1965.1,8.14,1.59,1,3088
Fiji,FJI,World Fertility Survey,1974,Mortality Rate age 5-14,Total,Direct,WFS,Full Birth Histories,6,1971.1,9.68,1.56,1,3088
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1950.5,8.91,0.31,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1951.5,7.91,0.28,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1952.5,6.42,0.25,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1953.5,6.88,0.26,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1954.5,6.1,0.25,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1955.5,5.99,0.25,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1956.5,5.87,0.26,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1957.5,6.05,0.26,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1958.5,4.58,0.23,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1959.5,4.89,0.24,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1960.5,4.77,0.24,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1961.5,4.61,0.23,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1962.5,4.43,0.23,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1963.5,4.52,0.24,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1964.5,4.42,0.24,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1965.5,5.13,0.26,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1966.5,4.83,0.25,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1967.5,4.84,0.25,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1968.5,4.12,0.23,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1969.5,4.49,0.24,0,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1970.5,4.26,0.24,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1971.5,4.58,0.25,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1972.5,4.4,0.25,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1973.5,4.45,0.25,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1974.5,3.7,0.24,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1975.5,3.56,0.24,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1976.5,2.95,0.22,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1977.5,2.77,0.22,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1978.5,2.98,0.23,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1979.5,2.79,0.21,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1980.5,2.25,0.19,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1981.5,2.73,0.2,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1982.5,2.28,0.19,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1983.5,1.93,0.17,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1984.5,2.02,0.18,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1985.5,2.36,0.19,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1986.5,1.74,0.16,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1987.5,1.91,0.17,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1988.5,1.96,0.17,1,448
Finland,FIN,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1989.5,1.83,0.17,1,448
